,recv_c_dttm,create_dttm,resolve_dttm,user_resolve_dttm,forced_resolve_dttm,forced_username,recv_r_dttm,region,eid,ne_id,dn,dn_invt,mon_nm,step1,step2,step3,step4,obj,cause,grade,rect_type,rect_type.1,alert_type,alert_id,Y
61362,2021-04-21 04:50:30.663,2021-04-20 19:50:03.000,2021-04-20 19:50:03.000,,,,2021-04-21 04:50:30.663,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.161,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 5, port 1",ipmi_api,status,,0

61363,2021-04-21 04:50:30.684,2021-04-20 19:50:03.000,2021-04-20 19:50:03.000,,,,2021-04-21 04:50:30.684,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.162,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 5, port 2",ipmi_api,status,,0

61364,2021-04-21 04:50:30.706,2021-04-20 19:50:03.000,2021-04-20 19:50:03.000,,,,2021-04-21 04:50:30.706,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.163,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 1",ipmi_api,status,,0

61365,2021-04-21 04:50:30.719,2021-04-20 19:50:03.000,2021-04-20 19:50:03.000,,,,2021-04-21 04:50:30.719,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.164,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 3",ipmi_api,status,,0

61366,2021-04-21 04:50:30.741,2021-04-20 19:50:03.000,2021-04-20 19:50:03.000,,,,2021-04-21 04:50:30.741,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,sel,hp.ipmi.sel.165,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 6, port 4",ipmi_api,status,,0

61782,2021-04-21 03:40:06.397,2021-04-21 03:40:06.397,2021-04-21 03:45:06.019,,,,2021-04-21 03:45:06.019,hh,,3304.0,hh/e/cgni01/c/rack14/09/bm/nov142,hh/e/cgni01/c/rack14/09/bm/nov142,hehaec01nov142,server,ipmi,conn,hp.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

61783,2021-04-21 03:40:06.401,2021-04-21 03:40:06.401,2021-04-21 03:45:05.746,,,,2021-04-21 03:45:05.746,hh,,3306.0,hh/e/cgni01/c/rack14/03/bm/nov140,hh/e/cgni01/c/rack14/03/bm/nov140,hehaec01nov140,server,ipmi,conn,hp.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

61784,2021-04-21 03:40:07.855,2021-04-21 03:40:07.855,2021-04-21 03:45:06.840,,,,2021-04-21 03:45:06.840,hh,,3305.0,hh/e/cgni01/c/rack14/15/bm/nov144,hh/e/cgni01/c/rack14/15/bm/nov144,hehaec01nov144,server,ipmi,conn,hp.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

61785,2021-04-21 03:40:07.856,2021-04-21 03:40:07.856,2021-04-21 03:45:06.853,,,,2021-04-21 03:45:06.853,hh,,3303.0,hh/e/cgni01/c/rack14/21/bm/nov146,hh/e/cgni01/c/rack14/21/bm/nov146,hehaec01nov146,server,ipmi,conn,hp.ipmi.conn,,conn-fail,major,api connection fail,ipmi_api,status,,1

62169,2021-04-22 02:50:08.158,2021-04-21 08:46:25.000,,,2021-04-24 07:41:42.000,,2021-04-24 07:41:42.000,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.294,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 4, port 1",ipmi_api,status,,1

62170,2021-04-22 02:50:08.263,2021-04-21 08:46:26.000,,,2021-04-24 07:41:42.000,,2021-04-24 07:41:42.000,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.295,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 4, port 2",ipmi_api,status,,1

62171,2021-04-22 02:50:08.359,2021-04-21 08:46:27.000,,,2021-04-24 07:41:42.000,,2021-04-24 07:41:42.000,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.296,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 5, port 2",ipmi_api,status,,1

62172,2021-04-22 02:50:08.455,2021-04-21 08:46:27.000,,,2021-04-24 07:41:42.000,,2021-04-24 07:41:42.000,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.297,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 5, port 1",ipmi_api,status,,1

62173,2021-04-22 02:50:08.563,2021-04-21 08:46:30.000,,,2021-04-24 07:41:42.000,,2021-04-24 07:41:42.000,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.298,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 1, port 1",ipmi_api,status,,1

62174,2021-04-22 02:50:08.679,2021-04-21 08:46:31.000,,,2021-04-24 07:41:38.000,,2021-04-24 07:41:38.000,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.299,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 1, port 2",ipmi_api,status,,1

62175,2021-04-22 02:50:08.779,2021-04-21 08:46:32.000,,,2021-04-24 07:41:38.000,,2021-04-24 07:41:38.000,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.300,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 2, port 2",ipmi_api,status,,1

62176,2021-04-22 02:50:08.877,2021-04-21 08:46:33.000,,,2021-04-24 07:41:38.000,,2021-04-24 07:41:38.000,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.301,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 2, port 1",ipmi_api,status,,1

62185,2021-04-22 03:25:08.236,2021-04-21 09:20:40.000,2021-04-21 09:20:40.000,,,,2021-04-22 03:25:08.236,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.281,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 1, port 2",ipmi_api,status,,0

62186,2021-04-22 03:25:08.345,2021-04-21 09:20:42.000,2021-04-21 09:20:42.000,,,,2021-04-22 03:25:08.345,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.282,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 2, port 1",ipmi_api,status,,0

62187,2021-04-22 03:25:08.453,2021-04-21 09:20:43.000,2021-04-21 09:20:43.000,,,,2021-04-22 03:25:08.453,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.283,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 5, port 2",ipmi_api,status,,0

62188,2021-04-22 03:25:08.581,2021-04-21 09:20:45.000,2021-04-21 09:20:45.000,,,,2021-04-22 03:25:08.581,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.284,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 4, port 2",ipmi_api,status,,0

62189,2021-04-22 03:25:08.698,2021-04-21 09:20:46.000,2021-04-21 09:20:46.000,,,,2021-04-22 03:25:08.698,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.285,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 4, port 1",ipmi_api,status,,0

62190,2021-04-22 03:25:08.810,2021-04-21 09:20:54.000,2021-04-21 09:20:54.000,,,,2021-04-22 03:25:08.810,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.286,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 2, port 2",ipmi_api,status,,0

62199,2021-04-22 03:50:05.249,2021-04-21 09:45:11.000,,,2021-04-24 07:41:34.000,,2021-04-24 07:41:34.000,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.261,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 5, port 2",ipmi_api,status,,1

62200,2021-04-22 03:50:05.344,2021-04-21 09:45:32.000,2021-04-21 09:45:32.000,,,,2021-04-22 03:50:05.344,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.262,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 5, port 1",ipmi_api,status,,0

62201,2021-04-22 03:50:05.452,2021-04-21 09:45:48.000,,,2021-04-24 07:41:34.000,,2021-04-24 07:41:34.000,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.263,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 1, port 2",ipmi_api,status,,1

62202,2021-04-22 03:50:05.547,2021-04-21 09:45:59.000,2021-04-21 09:45:59.000,,,,2021-04-22 03:50:05.547,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.264,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 1, port 1",ipmi_api,status,,0

62203,2021-04-22 03:50:05.642,2021-04-21 09:45:59.000,,,2021-04-24 07:41:34.000,,2021-04-24 07:41:34.000,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.265,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 2, port 1",ipmi_api,status,,1

62204,2021-04-22 03:50:05.739,2021-04-21 09:46:09.000,,,2021-04-24 07:41:34.000,,2021-04-24 07:41:34.000,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.266,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 2, port 2",ipmi_api,status,,1

62207,2021-04-22 03:50:05.837,2021-04-21 09:47:38.000,,,2021-04-24 07:41:34.000,,2021-04-24 07:41:34.000,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.267,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 2, port 1",ipmi_api,status,,1

62208,2021-04-22 03:50:05.931,2021-04-21 09:47:49.000,,,2021-04-24 07:41:34.000,,2021-04-24 07:41:34.000,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.268,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 2, port 1",ipmi_api,status,,1

62209,2021-04-22 03:50:06.028,2021-04-21 09:49:27.000,,,2021-04-24 07:41:34.000,,2021-04-24 07:41:34.000,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.269,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 2, port 1",ipmi_api,status,,1

62210,2021-04-22 03:55:06.822,2021-04-21 09:51:13.000,,,2021-04-24 07:41:30.000,,2021-04-24 07:41:30.000,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.230,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 2, port 2",ipmi_api,status,,1

62211,2021-04-22 03:55:06.933,2021-04-21 09:51:14.000,,,2021-04-24 07:41:30.000,,2021-04-24 07:41:30.000,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.231,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 2, port 1",ipmi_api,status,,1

62212,2021-04-22 03:55:07.043,2021-04-21 09:51:15.000,,,2021-04-24 07:41:30.000,,2021-04-24 07:41:30.000,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.232,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 1, port 2",ipmi_api,status,,1

62213,2021-04-22 03:55:07.161,2021-04-21 09:51:16.000,,,2021-04-24 07:41:30.000,,2021-04-24 07:41:30.000,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.233,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 5, port 2",ipmi_api,status,,1

62214,2021-04-22 03:55:07.301,2021-04-21 09:51:17.000,,,2021-04-24 07:41:30.000,,2021-04-24 07:41:30.000,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.234,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 4, port 2",ipmi_api,status,,1

62215,2021-04-22 03:55:07.413,2021-04-21 09:51:51.000,,,2021-04-24 07:41:30.000,,2021-04-24 07:41:30.000,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.235,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 2, port 1",ipmi_api,status,,1

62216,2021-04-22 03:55:07.550,2021-04-21 09:51:55.000,,,2021-04-24 07:41:30.000,,2021-04-24 07:41:30.000,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.236,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 2, port 1",ipmi_api,status,,1

62217,2021-04-22 03:55:07.667,2021-04-21 09:52:06.000,,,2021-04-24 07:41:30.000,,2021-04-24 07:41:30.000,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.237,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 2, port 1",ipmi_api,status,,1

62218,2021-04-22 03:55:07.785,2021-04-21 09:52:17.000,,,2021-04-24 07:41:29.000,,2021-04-24 07:41:29.000,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.238,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 2, port 1",ipmi_api,status,,1

62219,2021-04-22 03:55:07.899,2021-04-21 09:52:27.000,,,2021-04-24 07:41:29.000,,2021-04-24 07:41:29.000,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.239,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 2, port 1",ipmi_api,status,,1

62220,2021-04-22 03:55:08.010,2021-04-21 09:52:38.000,,,2021-04-24 07:41:29.000,,2021-04-24 07:41:29.000,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.240,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 2, port 1",ipmi_api,status,,1

62221,2021-04-22 03:55:08.119,2021-04-21 09:52:49.000,,,2021-04-24 07:41:29.000,,2021-04-24 07:41:29.000,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.241,,hw-fault,critical,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to link failure for adapter in slot 2, port 1",ipmi_api,status,,1

62230,2021-04-22 04:35:05.831,2021-04-21 10:34:51.000,2021-04-21 10:34:51.000,,,,2021-04-22 04:35:05.831,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.229,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 1, port 2",ipmi_api,status,,0

62231,2021-04-22 04:35:05.940,2021-04-21 10:34:53.000,2021-04-21 10:34:53.000,,,,2021-04-22 04:35:05.940,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.230,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 2, port 2",ipmi_api,status,,0

62232,2021-04-22 04:35:06.034,2021-04-21 10:34:55.000,2021-04-21 10:34:55.000,,,,2021-04-22 04:35:06.034,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.231,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 5, port 2",ipmi_api,status,,0

62233,2021-04-22 04:35:06.136,2021-04-21 10:34:55.000,2021-04-21 10:34:55.000,,,,2021-04-22 04:35:06.136,jj,,702.0,jj/e/cgni01/c/rack01/13/bm/nova0103,jj/e/cgni01/c/rack01/13/bm/nova0103,jjec01nova0103,server,ipmi,sel,hp.ipmi.sel.232,,hw-fault,warning,"intel(r) ethernet converged network adapter xl710-q2 connectivity status changed to ok for adapter in slot 4, port 2",ipmi_api,status,,0

62342,2021-04-23 02:35:05.427,2021-04-21 16:29:13.000,2021-04-21 16:29:13.000,,,,2021-04-23 02:35:05.427,wj,,2388.0,wj/e/cgni01/c/rack05/03/bm/nov050,wj/e/cgni01/c/rack05/03/bm/nov050,wnjuec01nov050,server,ipmi,sel,hp.ipmi.sel.177,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 1",ipmi_api,status,,0

62343,2021-04-23 02:35:05.476,2021-04-21 16:29:13.000,2021-04-21 16:29:13.000,,,,2021-04-23 02:35:05.476,wj,,2388.0,wj/e/cgni01/c/rack05/03/bm/nov050,wj/e/cgni01/c/rack05/03/bm/nov050,wnjuec01nov050,server,ipmi,sel,hp.ipmi.sel.178,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 3",ipmi_api,status,,0

62344,2021-04-23 02:35:05.522,2021-04-21 16:29:13.000,2021-04-21 16:29:13.000,,,,2021-04-23 02:35:05.522,wj,,2388.0,wj/e/cgni01/c/rack05/03/bm/nov050,wj/e/cgni01/c/rack05/03/bm/nov050,wnjuec01nov050,server,ipmi,sel,hp.ipmi.sel.179,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 4",ipmi_api,status,,0

62345,2021-04-23 02:35:05.574,2021-04-21 16:29:18.000,2021-04-21 16:29:18.000,,,,2021-04-23 02:35:05.574,wj,,2388.0,wj/e/cgni01/c/rack05/03/bm/nov050,wj/e/cgni01/c/rack05/03/bm/nov050,wnjuec01nov050,server,ipmi,sel,hp.ipmi.sel.180,,hw-fault,warning,at least one of the links is up in adapter hpe eth 10gb 4p 563sfp+ adptr in slot 3,ipmi_api,status,,0

62346,2021-04-22 01:35:04.917,2021-04-21 16:30:49.000,,,2021-04-22 18:53:58.000,,2021-04-22 18:53:58.000,wj,,2389.0,wj/e/cgni01/c/rack05/06/bm/nov051,wj/e/cgni01/c/rack05/06/bm/nov051,wnjuec01nov051,server,ipmi,sel,hp.ipmi.sel.179,,hw-fault,critical,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to link failure for adapter in slot 3, port 1",ipmi_api,status,,1

62347,2021-04-22 01:35:05.012,2021-04-21 16:30:49.000,,,2021-04-22 18:53:58.000,,2021-04-22 18:53:58.000,wj,,2389.0,wj/e/cgni01/c/rack05/06/bm/nov051,wj/e/cgni01/c/rack05/06/bm/nov051,wnjuec01nov051,server,ipmi,sel,hp.ipmi.sel.180,,hw-fault,critical,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to link failure for adapter in slot 3, port 3",ipmi_api,status,,1

62348,2021-04-22 01:35:05.067,2021-04-21 16:30:49.000,,,2021-04-22 18:53:58.000,,2021-04-22 18:53:58.000,wj,,2389.0,wj/e/cgni01/c/rack05/06/bm/nov051,wj/e/cgni01/c/rack05/06/bm/nov051,wnjuec01nov051,server,ipmi,sel,hp.ipmi.sel.181,,hw-fault,critical,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to link failure for adapter in slot 3, port 4",ipmi_api,status,,1

62349,2021-04-23 02:35:05.625,2021-04-21 16:30:49.000,2021-04-21 16:30:49.000,,,,2021-04-23 02:35:05.625,wj,,2389.0,wj/e/cgni01/c/rack05/06/bm/nov051,wj/e/cgni01/c/rack05/06/bm/nov051,wnjuec01nov051,server,ipmi,sel,hp.ipmi.sel.179,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 1",ipmi_api,status,,0

62350,2021-04-23 02:35:05.678,2021-04-21 16:30:49.000,2021-04-21 16:30:49.000,,,,2021-04-23 02:35:05.678,wj,,2389.0,wj/e/cgni01/c/rack05/06/bm/nov051,wj/e/cgni01/c/rack05/06/bm/nov051,wnjuec01nov051,server,ipmi,sel,hp.ipmi.sel.180,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 3",ipmi_api,status,,0

62351,2021-04-23 02:35:05.726,2021-04-21 16:30:49.000,2021-04-21 16:30:49.000,,,,2021-04-23 02:35:05.726,wj,,2389.0,wj/e/cgni01/c/rack05/06/bm/nov051,wj/e/cgni01/c/rack05/06/bm/nov051,wnjuec01nov051,server,ipmi,sel,hp.ipmi.sel.181,,hw-fault,warning,"hpe eth 10gb 4p 563sfp+ adptr connectivity status changed to ok for adapter in slot 3, port 4",ipmi_api,status,,0
